theme,text
pro-detey,"- Первоклассница Машенька знала, что если мальчики дергают девочку за косички, то это значит, что она им нравится. Машенька нравилась всем, поэтому она была лысая!

"
pro-detey,"Южная часть Соединенных Штатов. Городской мальчик поехал проведать своего дядю, который жил в абсолютной глуши среди песков и кактусов. Ближайшее селение находилось в ""двух мильярдах километрах"" (это я цитирую мальчика).
После захода солнца мальчик услыхал странный, какой-то потусторонний вой.
- Дядя! ! Дядя! ! - закричал мальчик, - Там оборотни воют! !
- Ну что ты выдумываешь, мой мальчик, - успокоил его дядя, - оборотней не существует.
- Тогда это, наверное, воют страшные волки-людоеды?! ! - не успокаивался мальчик.
- Нет, у нас тут они не водятся, - ответил дядя.
- Что же может так страшно выть?
- Это койоты.
- Койоты? А что это такое?
- Ну... . они выглядят как собаки. Ученые даже считают их одичавшей разновидностью собак.
- А почему они так страшно воют?
- Видишь ли, у нас тут деревьев совсем нет. Одни кактусы...
"
pro-detey,"""У вас есть сахар?"" спрашивает вошедший в магазин мальчик.""Нет!"" отвечает продавец.Мальчик уходит. Через пять минут опять появляется: ""Сахар есть?""""Я же тебе сказал нету, иди отсюда!"" нервничает продавец.Через пять минут опять появляется мальчик и спрашивает ""сахар есть?""""Если ты еще раз придеш я твои уши приклею к стене!"" Через пять минут мальчик заходит и спрашивает ""Клей есть?"" ""Нету"" отвечает продавец, ""тогда сахар есть?""
"
pro-detey,"Мальчик пишет письмо Деду Морозу: - Дорогой Дед Мороз! У меня диабет, поэтому мне нельзя сладкого. Поэтому, пришли мне пожалуйста, ящик полусладкого! Подпись: Ваня, 9 лет.
"
pro-detey,"Жила-была одна девочка. И что она не скажет, то все и сбывается. И вот прибежала она раз домой, и крикнула: ""Бабушка!"" А в доме в это время находился только дедушка........ М-да, вот и живет теперь девочка с двумя бабушками...

"
pro-detey,"Девочка пpибегает к матеpи вся в слезах.
- Что слyчилось, доченька?
- Папа yдаpил себя по пальцy молотком.
- А почемy ты плачешь?
- А я засмеялась.
"
pro-detey,"Тихий зеленый скверик. На лавочке отдыхает мужчина, вытянув ноги. Мимо бежит маленькая девочка и стучит мячиком:
- Ля-ля-ля-ля, ля-ля-ля-ля, ноги убрал нахрен, ля-ля-ля-ля!
"
pro-detey,"Девушки! Не говорите с мальчиками о компьютерах! Заколебали!


"
pro-detey,"Идёт мужик по улице, подходит к нему мальчик:
-Дяденька-дяденька, купите у меня кирпич!Недорого, за 5 рублей!
-Мальчик, я же у тебя вчера один купил!
-Вчера был самец, а вы возьмите самочку, для парочки...

"
pro-detey,"Возвращается женщина домой с работы и попадает в разгар перестрелки междуместными группировками.Две пули попадают женщине в живот.Её удается спасти,но пули никак не достать.Прошло 20 лет.Прибегает к женщине дочка и говорит:
-Мама, мама,я писала,-а оттуда выпала пулька!
-неволнуйся доченька...,успокоила ее женщина и рассказала историю, которая случилась с ней 20 лет назад.Через 5 секунд прибегает сын и
орет:мама,мама.......мама перебивает и говорит:
-ты писал,а оттуда выпала пулька???
-НЕТ,Я ДРОЧИЛ И ЗАСТРЕЛИЛ БАБУШКУ!!

"
pro-detey,"""Fre""я сегодня шла по улице и увидела кавайного мальчика с длинными волосами и в белом костюме. Он сидел в машине, слушал эндинг из наруто - yellow moon и, кажется, подпевал...  ^__^
""CactuarP""а я сегодня сидел в машине и увидел девочку анимешного вида с фантастически розовыми волосами. она смотрела на меня и так смачно нае@нулась, не заметив лужу...
""Fre""ой...
""CactuarP""приятно познакомиться ;)

"
pro-detey,"Знаете ли вы? - Девочка, воспитанная сушеными кальмарами, хороша к пиву.
"
pro-detey,"Разговор двух родителей:
- Дорогой, зачем ты купил нашему мальчику небьющуюся игрушку?
- А что такое?
- Он же ею перебил все окна и посуду!

"
pro-detey,"Мойдодыр – мальчику:
- Вот тебе мыло душистое и... верёвка пушистая!

"
pro-detey,"- Кто там?
- Это я - почтальон Печкин. Принес журнал Плейбой с заметкой про вашего мальчика. Сейчас я у вашего мальчика буду измерять...

"
pro-detey,"Письмо матери-блондинки своей дочери-блондинке:
""Здравствуй, дорогая доченька! Если ты получишь это письмо, значит, оно до тебя дошло. Если же нет, то дай мне знать, и я напишу тебе ещe раз. Я пишу медленно, потому что я знаю, что ты не очень быстро читаешь. Погода у нас хорошая. На прошлой неделе дождь шел всего два раза: в начале недели, 3 дня, и ближе к концу, в течение 4 дней. Кстати, насчет пальтишка, которое ты хотела, дядя Вася сказал, что если пересылать его с этими литыми пуговицами, то это выйдет слишком дорого по весу, поэтому я их отрезала. Пришей их обратно, я положила их в правый кармашек. Твой папа нашeл новую работу. Под ним 500 человек! Он косит траву на кладбище. Твоя сестра Настя недавно вышла замуж, и ждет малыша. Мы не знаем, какого он пола, поэтому пока что не могу тебе сказать, будешь ли ты дядей или тeтей. Если это девочка, то она хочет еe назвать, как меня. Немного странное решение, назвать свою дочку Мама. С твоим братом Толей недавно случился казус: он закрыл свою машину, а ключи оставил внутри. Ему пришлось вернуться домой пешком ( 10 километров!), чтобы взять второй комплект ключей, и выпустить нас из машины. Если ты вдруг встретишь свою кузину Лилю, то передай ей от меня привет. Eсли ты еe не встретишь, то ничего ей не говори. Твоя мама.
P.S.: Я хотела отослать тебе немного денег, но уже заклеила конверт""
"
pro-detey,"- Вместо того, чтобы учиться, ты бегаешь за девочками!
- Hо это совсем не так....
- Молчи! Кто здесь отец - ты или я?
- Оба, папа, оба...

"
pro-detey,"История рассказана моей подругой. У нее совершенно очаровательная, бойкая и не по годам умная девчушка пяти лет. Вернувшись как-то из детского сада, она говорит: - Мама! Можно задать вопрос? - Конечно. - А ты не будешь ругаться? - А почему я должна это делать? - А смеяться не будешь? - Анечка, в чем дело, задавай вопрос. - Ммм... Э... Мама. Ты у папы видела? - Ммм... Э... Ну, в общем, видела. (мама в легком шоке). - Ммм... Э... М... Ну и как? (простреливая маму игривыми глазами). - Э... Ну... Анечка! Ведь ты у мальчиков в садике видела? - ДА. - Ну вот. Все также, только немного больше. - ДА. (далее задумчиво) Представляю, как ты РЖАЛА... (мама в отпаде).

"
pro-detey,"В музее мальчик видит статую Венеры:
- Папа, а почему у неё рук нету?!
- Будешь ногти грызть, стобой тоже такое будет!!!

"
pro-detey,"К роддому подъезжает на джипе крутой мужик и спрашивает санитарку:- Алле, подруга, моя жена родила?- Да, час назад!- В кайф! И кого конкретно?- Девочку.- Че?! Вам что, в натуре, от солнцевских не звонили?- Ой, простите великодушно, - тогда мальчика!
"
pro-detey,"Вопрос: В чем разница между колобком-девочкой и колобком-мальчиком ?
Ответ: Колобок-девочка катится ровно, а колобок-мальчик катится и подпрыгивает.
"
pro-detey,"Девушке-наркоманке повезло, .
нашла она цветик-семицветик. Оторвала первый лепесток и пожелала.
чтобы ее ""перло"". Первый ""приход"" прошел, оторвала девушка
второй лепесток и загадала то же желание. Когда остался
последний лепесточек вспомнила девочка, что
нужно совершить какое-то доброе дело.
Внезапно увидела она хромого мальчика на костылях и
загадала свое последнее желание:""Чтобы его ""перло"".
"
pro-detey,"Мальчик подходит к  папе:- Папа мне уже 10 лет, а читать и писать я не умею, почему?- Много будешь знать скоро состаришься, - говорит папа, - лучше  открывай бутылку.
"
pro-detey,"- А куда отсюда делся здесь когда-то писающий мальчик?- Ну, хватились?! Он уже давно всех тр#хающий мужчина!
"
pro-detey,"Стоит милиционер, ругается матом, рядом маленький мальчик.
Подходят люди:
- Нехорошо ругаться матом при детях - говорят.
- Да меня этот мальчик уже за#$%л! Он уже третий раз подходит ко мне и предлагает оттрахать его сучку. Ему, видите ли, нужна милицейская собака...
"
pro-detey,"Два мальчика стояли на балконе и плевали в прохожих. Один мальчик был
злой, а другой добрый. Злой мальчик попал в трёх прохожих, а добрый
мальчик в пятерых.
МОРАЛЬ. Добро всегда побеждает зло!!!

"
pro-detey,"В песочнице играют мальчик и девочка.
Девочка:
- А у моей мамы недавно была внематочная
беременность, и ей делали кесорево сечение.
- Это что! Вот у моей мамы недавно была
внепапочная беременность, и папа ей сделал
трепонацию черепа...
"
pro-detey,"Милиционеp стоит на посту и pугается матом, pядом с ним стоит мальчик.
- Как вам не стыдно pугаться пpи pебенке! - говоpят смущенные пpохожие.
- А вы бы на моем месте не pугались? Он уже две недели ходит за мной и пpосит пеpеспать с его сучкой, ему, видите ли, позаpез нужна
милицейская собака!

"
pro-detey,"В автобусе едут отец с маленьким сынишкой. В руках у мальчика апельсин.
- Пап а можно я прям здесь апельсин есть буду?
- Можно сынок.
- А корки опять под сиденье бросить или домой для самогона заберём?

"
pro-detey,"Мальчик спрашивает маму:- Что такое трансформатор?- А это такой прибор,  как наш папа. 220 получает, 12 выдает, а остальное гудит.
"
pro-detey,"Девочка ела гранату - лимонкуТак что сломала стальную коронку.
"
pro-detey,"Девочка поймала золотую рыбку, та ей и говорит человеческим голосом: - Отпусти меня, я исполню любое твоё желание!Девочка, отрывая у рыбки плавники, говорит: - Лети, лети, лепесток...
"
pro-detey,"Жила-была девочка, у неё были редкие жирные волосы, большие на выкат глаза, большой нос, тонкие губы, широкие плечи, тонкие руки, маленькая грудь, большой живот и кривые, волосатые ноги. Её можно было назвать некрасивой девочкой, если бы не её улыбка...
Улыбка её делала просто отвратительной...
"
pro-detey,"Маленький мальчик в Инете копался,Над дядями с тетями он издевался,Быстро пароль подбирает програмка,Ох попадут же папка и мамка...
"
pro-detey,"Священник ремонтирует стул. Рядом стоит маленький мальчик и смотрит.- Хочешь быть плотником как Иисус Христос? – спрашивает священник.- Нет, сэр. Я хочу послушать, что скажет священник, когда ударит молотком по пальцу.
"
pro-detey,"Вовочка подсматривает, как мама с папой занимаются любовью. Вдруг слышит:
- Дорогая, ты кого хочешь: """"Мальчика или девочку?""""
- Ну, теперь - девочку...
Через несколько минут папа выходит из спальни. Вовочка снимает штаны и подставляет попу:
- Папа, а я хочу саблю, фломастеры и велосипед!

"
pro-detey,"Забегает учительница сразу же после первого своего урока к директору: Товарищ директор, один мальчик в класе сказал что... ну это...
-Что трахнет вас?
-Да.
Приходят они в клас. Учительница показует на Вовочку.
-Этот?! Ну не надо было сразу ко мне бежать. Это парень слова, как сказал так и сделает.

"
pro-detey,"Дед Мороз в мешочек бомбу подложил И подарок этот мальчику вручил. Не плясать мальчонке, песню не запеть - Даже шапку больше не на что надеть...
"
pro-detey,"Отец с сыном пошли в цирк. Перед ними выступают фокусники, акробаты, жонглеры и прочие эквилибристы. Очередной номер, конферансье объявляет: ""Смертельный трюк! Прыжок из-под купола цирка в бочку с водой! Фантастическая точность!.."" и т.д. Артист забирается под купол и прыгает вниз, попадает точно в бочку. Оркестр играет туш, зрители аплодируют. Мальчик обращается к отцу:
- Пап, я что-то не понял, ""смертельный трюк"", а никто не умер... Пап! Пап, ты чего?!!

"
pro-detey,"Девочка спокойно в коляске спала На нос ей село два комара... Долго стекала кровь с топораПапа убил одного комара.
"
pro-detey,"После ужасного коpаблекpушения в живых остался лишь один шестилетний мальчик, котоpого выбpосило на необитаемый остpов. Пpошло четыpнадцать лет. Hа остpов пpиплыли на яхте две девчонки. Купаются, загоpают - и вдpуг из кустов вышел высокий длинноволосый паpень с огpомным вставшим членом. Девчонки сначала испугались, но потом любопытство взяло ввеpх. Разговоpились. Он pассказал им пpо свою судьбу.
- А чем ты питался все эти годы?
- Здесь полно pазных фpуктов, только pуку пpотяни - вот и обед.
- А где жил, ночевал?
- Здесь тепло, на остpове кpоме меня никого нет. Где пpилег - там и заснул.
- Hу, а как ты pазвлекался?
- Очень пpосто, я нашел интеpесное занятие - сяду на беpегу и кидаю в моpе камешки.
- А как ты pешаешь пpоблему секса?
- А что такое секс?
Девчонки пеpеглянулись, и pешили пpодемонстpиpовать. Hесколько часов они по-очеpеди занимались с ним любовью. Под вечеp обессиленные упали на гальку.
А паpень сидит гpусный такой.
- Тебе, что не понpавилось заниматься сексом?
- Hет, очень понpавилось.
- Так, что же ты гpустишь?
Паpень ткнул пальцем в опавший член и сказал.
- Тепеpь моя кидалка для камешков никуда не годится...

"
pro-detey,"Едет в автобусе Вор в законе. И вдруг пернул, но не растерялся и говорит рядом стоящей девушке:
- Фу, мадам, ну как не стыдно!
Мальчик, стоящий сзади:
- Дядя, это же Вы пернули!
- Вот козел, я его отмазываю, а он меня палит!

"
pro-detey,"Маленький мальчик прибегает к папе и говорит: ""Пап, пап - меня бабушка укусила"". Отец не отрывая глаз от газеты отвечает: ""Кто ж тебя дурака просил руки в клетку совать!?""

"
pro-detey,"Акушерка приходит к роженице.
- Здравствуйте мама. У вас проблемы.
Вы родили мальчика с черным цветом кожи,
блондина с голубыми раскосыми глазами.
Пожалуйста, следующий раз в груповухе будьте осторожнее...
Роженица: - Hу слава богу он хоть не гавкает....
"
pro-detey,"Сидят два приятеля в загранкомандировке уже целый год, ну и конечно местные африканские девочки, и т.д., и т.п.Один из них собирается уезжать в отпуск домой.А местная очередная девочка его так полюбила, что чуть ли не сама ему отдается.Ну и приятель говорит ему:- Что бабу-то мучаешь, удовлетвори ее. А тот отвечает: - С ума сошел, а вдруг с конца закапaeт, что жене скажу. Находчивый товарищ отвечает:- Скажешь жене, смотри как соскучился, даже плачет.
"
pro-detey,"Гуттаперчевый мальчик - мальчик, у которого перчик - гутт!


"
pro-detey,"Идет мужик по улице. Вдруг видет на 12-и этажном засохшем тополе, на самой макушке девочку: вцепилась зубами в тонкую высохшую ветку и покачивается на ветру. - Девочка! Что же ты делаешь, дурочка?! А если упадешь, разобьешься - мама и папа будут очень горько плакать! Ану-ка слезай немедленно! Как же тебя угараздило взобраться туда? И зачем?.. Девочка зычным басом сквозь зубы: - ПОШЕЛ HАХЕР, Я СОК ПЬЮ!
"
pro-detey,"Мама уезжает в командировку и на прощание говорит детям:
- Дети, меня долго не будет. Что вам привезти в подарок? Мальчика или девочку? Вовочка берет сестренку, уходит на совещание в комнату. Выходят с опущенными глазами, подходят к маме:
- Мамочка, мы тебя очень любим, не надо нам подарка, лучше сделай аборт.

"
pro-detey,"В детском саду спрашивают детей: - Девочка, как тебя зовут? - Роза. Когда я была маленькой, на меня роза упала.  - Тебя как зовут? - Лилия! Когда я была маленькой, на меня лилия упала.  - А тебя, мальчик? - Холодильник!
"
pro-detey,"Маленький мальчик на льдине играл,сзади к нему ледокол подползал. Не было в мире забавней картины - детские ручки цеплялись за льдины.
"
pro-detey,""" eMulка "" Оо! ты хочешь быть отцом ?))))""Yepp"" да""Yepp"" я хочу МАЛЬЧИКА""Yepp"" Блин я не гей...епрст""Yepp"" всмысле""Yepp"" маленького""Yepp"" да чорт""Yepp"" Я НЕ ПЕДОФИЛ!!!

"
pro-detey,"1: что делать, если вот уже ококоло получаса девочка в аську мяукает?
2: а ты чего?
1: ну, я там тоже подмяукнул
2: ну всё, ты её обнадежил, придётся жениться.

"
pro-detey,"Маленькая девочка две недели готовилась к приходу Деда Мороза, учила стишок, шила платьице и все такое. Новогодняя ночь, звонок в дверь. Девочка с криком: ""Я сама, сама открою!"" бежит открывать дверь, спотыкается и падает. Открывает дверь, хныкая и утирая сопли. На пороге стоит румяный и слегка подшофе Дед Мороз. Дед Мороз радостным басом:
- Здравствуй, девочка, здравствуй милая. С Новым Годом тебя! А что же ты плачешь?
Девочка сквозь слезы и слюни:
- Я тебя так ждала, дедушка, стишок учила, платьице шила, сейчас бежала дверь открывать, упала, порвала платьице и стишок (рыдания) забы-ыла...
Дед Мороз с искренней грустью, разводя руками:
- Ну %б твою мать!

"
pro-detey,"Сидит маленькая девочка в песочнице и смачно рвёт на части плюшевого мишку. Мимо идет мужик.
- Девочка, девочка, а почему ты так животных не любишь?
Девочка смотрит на мужика налитыми кровью глазами и рычит басом:
- Да я, дяденька, И ЛЮДЕЙ-ТО НЕ ОЧЕНЬ!

"
pro-detey,"Мальчик написал Деду Морозу: """"Пришли мне, пожалуйста, братика"""". Дед Мороз ответил: """"Нет проблем. Пришли мне свою маму"""".

"
pro-detey,"Давайте ребятки сыграем в игру, я считаю до трех и кто сделает самую страшную рожу тот выиграл!
- 1,2,3, Девочка ты победила!
- А я не играла!

"
pro-detey,"- У меня у сына очень хороший детский садик. С бассейном, с сауной... с девочками...

"
pro-detey,"644 Дело было в придорожной гостинице. Мальчик попросил
хозяина дать ему соли. Хозяин выполнил его просьбу и спросил:
-- Зачем тебе соль?
-- Да я подумал, может быть, вы захотите дать мне яйцо, и
мне тогда будет чем его посолить.
-- Что ж, возьми яйцо,-- сказал хозяин и, подумав, спросил:
-- А что, в вашем городке есть конокрады?
-- Мой отец честный человек, сэр. Но думаю, он с таким же
удовольствием украл бы коня, как я выпил бы вашего эля.
И мальчик с согласия хозяина осушил кружку эля. На что
хозяин заметил:
-- Да, ты настоящий янки!

"
pro-detey,"Уважаемое авторадио! Передайте пожалуйста для водителя мерседеса обрызгавшего нас грязью на автобусной остановке песню ""Мальчик-гей""
"
pro-detey,"Маленький мальчик летел в самолeте,Чувствовал плохо себя он в пoлeте. Долго не думая он кашлянул  на приборов панель бл@ванул.Дядя пилот не любил таких шутокЖаль, что малыш не надел парашюта.
"
pro-detey,"Маленькая девочка подбегает к бабушке и  говорит:-А в бедончик с молоком мышка забежала.-Ну ты же умная девочка, ты наверняка достала из бедончика мышку ?-Нет,-гордо поясняет девочка,-я кинула туда кошку!
"
pro-detey,"Мальчик спрашивает своего отца:
Папа, папа! А можно переходить дорогу на красный свет?
Папа: Можно. Только руки вверх поднимай.
Сын: А зачем?
Папа: А чтобы футболку в морге было легче снимать.

"
pro-detey,"Сидит лысая девочка... На голове - бантик... Мимо мужик идет и спрашивает:- Девочка, а как у тя этот бантик держится?- Как прибили, так и держится!!!
"
pro-detey,""" (01:16): в развитии спида виновато не количество секса
"" (01:16): А невоспитаные продавщицы советских времен,задающие вопросы типа ""мальчик,тебе зачем""

"
pro-detey,"Звонок в дверь. Открывает маленький мальчик.
- Ой! Здравствуй, Дедушка Мороз. Ты подарки нам принес?...
- Не трынди, шкет, штопор есть?
"
pro-detey,"Едут в купе Грузин и женщина с ребенком. Ребенок все время вертится, бегает по купе и вагону, прибегает к маме:
-Мама, у меня ручка болит, я ее прищемил дверью.
Мама:-Дай маленький я ее поцелую и все пройдет, вот уже и не болит.
Довольный мальчик убегает и снова прибегает:
-Мама, у меня головка болит, я ее стукнул об ручку двери.
Мама:-Дай маленький я ее поцелую и все пройдет, вот уже и не болит.
И так много раз. Грузин смотрел на это сначала с улыбкой, потом с удивлением, потом на лице появилось уважение и он спросил:
-Послушайтэ женшына, а геморой ви сможете вылечыт?.
<
"
pro-detey,"В достаточно полной маршрутке едет мальчик с мамой. Мальчик начинает канючить: Мам, купи мороженое, мам, купи мороженое Мама вяло от него отбивается: Денег нет. Палатки нет. Тебе нельзя и пр. Вконец зардасадованный ребенок переходит к открытому шантажу:Если не купишь, я расскажу бабушке, как ты вчера ночью папе пипиську... Народ начинает улыбаться, мама покрывается красными пятнами и вылетает из машины на ближайшей остановке.
Спустя какое-то время, в ЭТУ же маршрутку садится мальчик с папой. Пацан начинает канючить:Пап, купи мороженное Народ в маршрутке начинает сначала тихо, а потом во весь голос ржать. К ничего не понимающему папаше оборачивается водитель маршрутки и говорит: Мужик, лучше купи - дешевле будет

"
pro-detey,"Hовый pусский пpишел с pаботы (кабак, бильяpд, сауна) в 10 утpа. Рухнул спать. Жена его будит:
- Доpогой, я была в женской консультации.
- Угу...
- Доpогой, я беpеменна!
- Угу...
- А ты кого хочешь, мальчика или девочку?
- Мальчика, блондина лет двенадцати и - спать!!!..

"
pro-detey,"- Коля, тебя сбросил большой мальчик с лестницы?
- Неправда, всего с первой ступеньки! С остальных я летел уже сам!

"
pro-detey,"Маленький мальчик на стройке гулял В бетономешалку случайно упалУтром мамаша пошла в магазинСмотрит - в стене улыбается сын!
"
pro-detey,"Из смсок:- Привет, моя любимая девочка! Чем занимаешься?- Приветик! ""Дом-2"" смотрю.- Дура, больше не пиши мне!
"
pro-detey,"Для бесплодных женщин открыли пункт по искусственному
осеменению с гарантией получения высокоинтеллектуального потомства
с запланированными внешними данными. Приходит молодая женщина,
оплачивает счет, заходит в кабинет к врачу:
- Кого вы хотите иметь - девочку или мальчика?
- Девочку!
- Хорошо,- и врач начинает переливать содержимое пробирок стакан.
- Какой рост, полнота, талия, бедра?
Дама сказала. Врач снова переливает из мензурок в стакан какую-
то жидкость.
- Какой цвет волос?
- Пожалуйста, блондинку.
Врач выбирает нужную пробирку.
- На кого из знаменитых артисток или певиц хотите иметь
сходство?
- На Софию Ротару чуть-чуть, на Лайме Вайкуле и на Пугачеву.
- Хорошо. А теперь выпейте!
Молодая женщина выпивает и тут же засыпает на кушетке.
Врач начинает ее раздевать.
- Ротару! Вайкуле! Кто получится - тот и будет!

"
pro-detey,"В семье родилось четверо близнецов. Соседи спрашивают у их старшего братика: - Ну что, как решили малышей назвать? Мальчик растерянно: - Если я правильно понял папу, то: Нуни, Фига, Себе и Блин.
"
pro-detey,"Весенний солнечный день. Тихий зелeный сквеpик. Hа лавочке отдыхает мyжчина, расслабленно вытянyв ноги. Мимо бежит маленькая девочка и стyчит мячиком:
- Ля-ля-ля-ля, ля-ля-ля-ля, ноги yбpал на хy#, ля-ля-ля-ля!

"
pro-detey,"Идет девочка 1 сентября в первый класс - белый фартучек, белые гольфики, белые босоножки, белый бантик. Подходит к ней дяденька, говорит:
- Какая нарядная девочка! Только что это за пятнышко у тебя на фартучке?
Девочка хриплым басом:
- Бл*вала я!

"
pro-detey,"Продавец спрашивает маленького мальчика:
- Ты точно помнишь, что мама велела купить два килограмма конфет и двести грамм картошки?
<
"
pro-detey,"Девочка-тормоз зашла в магазин купить сок и шоколадку - Купила пиво
и чипсы.


"
pro-detey,"ххх: И что же в нем шокирующего?
ууу: В мальчике по имени Люба?

"
pro-detey,"-Девочка, а девочка! Пошли с нами в поход?
-А я уже не девочка, я 7 раз в поход ходила.
"
pro-detey,"Я родился в очень бедной семье, если б я не был мальчиком - у меня б вообще не было игрушек.


"
pro-detey,"Дуэль.Секундант:
-Сударь!Не изволите ли примириться, пожрать шоколада, побухать, пойти погулять по девочкам и разойтись с миром по домам

"
pro-detey,"На улице стоит мальчик и громко плачет. Участливый прохожий обращается к нему:
- Мальчик, ты почему плачешь?
- Потеря-а-а-а-лся-а-а...
- А ты адрес свой знаешь?
- Да-а! Sasha2004@mail.ru

"
pro-detey,"Приходит как-то молодая женщина с ребёнком к врачу. Врач осмотрел ребёнка и обращаясь к женщине выкрикивает:- Срочно раздевайтесь!- Что такое, - волнуется мама.- Мальчик не важнецкий, нужно срочно нового делать...
"
pro-detey,"Армянское радио спросили:
- Почему у мальчика были яйца?
- Если бы у мальчика не было яиц, он был бы девочкой...

"
pro-detey,"""Kahlan"" Умбра, а давай мы Тебя сфотографируем на пару с Эмбаром? Что-то типа скульптурной композиции: ""Геракл, разрывающий пасть писающему мальчику"", - по мотивам другой скульптуры, уточнять название которой нет смысла, я полагаю...)""Embar"" мм...""Embar"" Окей, я буду фотографом. Согласен.""Or83"" фотография называться будет ""Умбра , закрывающий пасть Kahlan""

"
pro-detey,"Мальчики... Девочки... Какая в жопу разница?..

"
pro-detey,"Маленький мальчик заходит в ирландский магазин с большим горшком, подходит к прилавку и говорит продавцу:
- Мне, пожалуйста, полный горшок меда.
Продавец наливает мед и говорит мальчику:
- С тебя фунт и пять пенсов.
- Вы понимаете, у нас сейчас нет денег, но как только папа заработает, мы сразу же их принесем.
- Знаю я эти ваши штучки! А ну отдавай сюда мед!
(Отнимает горшок и выливает мед обратно).
Мальчик выходит с горшоком из магазина, заворачивает за угол и говорит, заглядывая в горшок: """"Дааа, а папа был прав. Hа пару бутербродов тут вполне хватит.""""

"
pro-detey,"Приходит Вовочка из детского садика:
- Мама! А я теперь знаю, кто из чего писает! Мальчики - из краников, девочки - из ничего, а воспитательница тетя Таня - из большой рыжей щетки!

"
pro-detey,"Мaленькaя девочкa сидит в песочнице и терзaет плюшевого медведя. Подходит прохожий и спрaшивaет:
- Девочкa, a ты что, не любишь животных?
Девочка (смотрит мрaчно нa прохожего):
- Знaете, дяденькa, я и людей-то не очень...

"
pro-detey,"Заходит новая учительница в клас. Решила проверить интелект учеников. Нарисовала на адоске огурец. И спрашивает одного мальчика:
-Что это?
-Х...
-Ты почему, мальчик, матом ругаешься?
Спрашивает девочку:
- Что на доске нарисовано?
- Х...
Учительница в шоке, пошла к директору, нажаловалась. Директор заходит в класс и говорит:
- Вы почему, дети, матом ругаетесь, да еще кто-то х.... на доске нарисовал...

"
pro-detey,"В подвалах Белого Дома найден мальчик, воспитанный Бушем-старшим. Мальчик ведет себя крайне агрессивно, угрожает вводом войск и всюду ищет химическое оружие.

"
pro-detey,"Стоит Алла Пугачева и раздает своим поклонникам автографы. Сквозь толпу пробивается маленький мальчик Филлипок:
— Алла Борисовна, Алла Борисовна! Распишитесь, пожалуйста!
Пугачева:
— Вот когда подрастешь, тогда и распишемся.
"
pro-detey,"Девочка говорит мальчику: - Моя мама меня очень любит. - Почему ты так думаешь? - У нас в семье отцы меняются каждые полгода, а меня она всегда оставляет.
"
pro-detey,"НОВОСТИ:
""Hа боpцовском ковpе завеpшились схватки. Мальчика назвали Петей.""

"
pro-detey,"Маленький мальчик звонит в службу спасения:
- Але! Это служба спасения?! У нас тут дятя и тетя в лифте застряли!
Судя по стонам - тетя ранена!..

"
